x,value
-19.537,0.02000156518781862
-19.536,0.019614298352621913
-19.535,0.019234151052731907
-19.534,0.018860991486408775
-19.533,0.01849470464896695
-19.532,0.018135164096749912
-19.531,0.01778225681270847
-19.53,0.017435862881595626
-19.529,0.017095866131238906
-19.528,0.016762154619298576
-19.527,0.016434622190094537
-19.526,0.01611315652460271
-19.525,0.015797648371682158
-19.524,0.015487999315269717
-19.523,0.01518409641770467
-19.522,0.014885845897041824
-19.521,0.014593147163037097
-19.52,0.014305899698990873
-19.519,0.014024008032650803
-19.518,0.013747374128111792
-19.517,0.013475876655625567
-19.516,0.013209488550000556
-19.515,0.01294808367337939
-19.514,0.01269157341360764
-19.513,0.012439876789878125
-19.512,0.012192902791925897
-19.511,0.011950568129613062
-19.51,0.011712788679116378
-19.509,0.011479487375446275
-19.508,0.011250580150734619
-19.507,0.011025987502004888
-19.506,0.010805638245518858
-19.505,0.010589450642028514
-19.504,0.010377352412070143
-19.503,0.01016926866765528
-19.502,0.009965130398778109
-19.501,0.009764865168248002
-19.5,0.009568402479056763
-19.499,0.009375672856189891
-19.498,0.009186612472847399
-19.497,0.0090011542240481
-19.496,0.008819231949449762
-19.495,0.008640780390846316
-19.494,0.008465738665833463
-19.493,0.008294046513789365
-19.492,0.008125642003274985
-19.491,0.007960461714771048
-19.49,0.007798453176857492
-19.489,0.007639557458439165
-19.488,0.007483715682874228
-19.487,0.007330873937448072
-19.486,0.0071809780420616625
-19.485,0.0070339700246587235
-19.484,0.006889804025415228
-19.483,0.006748422877599544
-19.482,0.006609777988495929
-19.481,0.006473819983580479
-19.48,0.006340496224896159
-19.479,0.006209762989038207
-19.478,0.0060815702159675925
-19.477,0.005955870791383534
-19.476,0.005832620567019537
-19.475,0.005711773172137332
-19.474,0.005593285318131315
-19.473,0.005477112703016739
-19.472,0.00536321324842677
-19.471,0.005251544085188176
-19.47,0.005142065228605261
-19.469,0.005034735738498783
-19.468,0.004929515476240335
-19.467,0.004826365754587945
-19.466,0.0047252478705094155
-19.465,0.004626123176274109
-19.464,0.004528956010508867
-19.463,0.004433709889516352
-19.462,0.004340348235049285
-19.461,0.004248837205073579
-19.46,0.004159140931371281
-19.459,0.004071224793179035
-19.458,0.0039850583353886245
-19.457,0.0039006065688676995
-19.456,0.0038178370556826015
-19.455,0.003736719638707151
-19.454,0.003657222235703046
-19.453,0.003579315594584724
-19.451999999999998,0.0035029686343920575
-19.451,0.0034281517312469154
-19.45,0.0033548372923997557
-19.449,0.003282996437878889
-19.448,0.003212601218469393
-19.447,0.0031436238279443467
-19.446,0.0030760383447405865
-19.445,0.003009817163299561
-19.444,0.0029449350219238695
-19.443,0.0028813666864889844
-19.442,0.002819086893257201
-19.441,0.002758071458031479
-19.44,0.00269829549058389
-19.439,0.002639736205838621
-19.438,0.002582369721400483
-19.437,0.0025261735045207043
-19.436,0.0024711250585432594
-19.435,0.0024172019913596726
-19.434,0.0023643835833786265
-19.433,0.0023126483020834586
-19.432,0.0022619745065088808
-19.431,0.002212342918875524
-19.43,0.0021637324851183455
-19.429,0.0021161237680577
-19.428,0.002069497433514171
-19.427,0.0020238347044705266
-19.426,0.0019791169563710877
-19.425,0.0019353252361764945
-19.424,0.0018924418676563304
-19.423000000000002,0.0018504496226006124
-19.422,0.0018093306333229458
-19.421,0.0017690681942081241
-19.42,0.0017296451287964398
-19.419,0.0016910455364714462
-19.418,0.0016532527691569359
-19.417,0.001616251818317555
-19.416,0.0015800262843656148
-19.415,0.001544561469801892
-19.414,0.0015098424206141496
-19.413,0.0014758542396777746
-19.412,0.0014425824287812548
-19.411,0.0014100128555059673
-19.41,0.0013781323552871801
-19.409,0.0013469265086716907
-19.408,0.001316382204142722
-19.407,0.0012864861338536609
-19.406,0.0012572258816102092
-19.405,0.0012285882126043105
-19.404,0.0012005611207058864
-19.403,0.0011731322808143216
-19.402,0.0011462902384571406
-19.401,0.001120022247783395
-19.4,0.0010943178013577293
-19.399,0.0010691649523000785
-19.398,0.0010445530280560485
-19.397,0.001020471082911344
-19.396,9.969082422629934E-4
-19.395,9.738542203458144E-4
-19.394,9.512988005772193E-4
-19.393,9.292317804202733E-4
-19.392,9.076435154024368E-4
-19.391,8.865238271897136E-4
-19.39,8.658637417795546E-4
-19.389,8.4565371351006E-4
-19.388,8.258843837391276E-4
-19.387,8.065470657281404E-4
-19.386,7.876328593016989E-4
-19.385,7.691331304202518E-4
-19.384,7.510393373835363E-4
-19.383,7.333432612909841E-4
-19.382,7.160367855354367E-4
-19.381,6.991118939980155E-4
-19.38,6.825604196538657E-4
-19.379,6.66375010946915E-4
-19.378,6.505481383138389E-4
-19.377,6.35072192431608E-4
-19.376,6.199400324300913E-4
-19.375,6.051446483937155E-4
-19.374,5.906789316842101E-4
-19.373,5.76535899037932E-4
-19.372,5.627088937519782E-4
-19.371,5.491917107413942E-4
-19.37,5.359773985213522E-4
-19.369,5.230597812136621E-4
-19.368,5.104328480553293E-4
-19.367,4.980902299494364E-4
-19.366,4.860261231295405E-4
-19.365,4.74234646803946E-4
-19.364,4.627100925822407E-4
-19.363,4.514467958772636E-4
-19.362,4.4043920599733783E-4
-19.361,4.296819945170348E-4
-19.36,4.1916974646669406E-4
-19.359,4.0889746434616707E-4
-19.358,3.98859921984649E-4
-19.357,3.890520475717515E-4
-19.356,3.7946907851303885E-4
-19.355,3.701061693169618E-4
-19.354,3.6095866201269085E-4
-19.353,3.520219518570712E-4
-19.352,3.4329136302454257E-4
-19.351,3.347627290409472E-4
-19.35,3.264315758060968E-4
-19.349,3.182935541774215E-4
-19.348,3.103445985769847E-4
-19.347,3.025806810307551E-4
-19.346,2.9499771305254997E-4
-19.345,2.875918175611247E-4
-19.344,2.80359122728396E-4
-19.343,2.732958394219105E-4
-19.342,2.663983539127033E-4
-19.341,2.59663022216602E-4
-19.34,2.530863154219153E-4
-19.339,2.466646616843163E-4
-19.338,2.403947939427961E-4
-19.337,2.34273362708977E-4
-19.336,2.282970321456777E-4
-19.335,2.2246262108540995E-4
-19.334,2.1676712366450678E-4
-19.333,2.1120733188387624E-4
-19.332,2.057802918731081E-4
-19.331,2.0048300894219957E-4
-19.33,1.9531269806668335E-4
-19.329,1.9026647687838205E-4
-19.328,1.8534165459757666E-4
-19.326999999999998,1.8053535350268432E-4
-19.326,1.7584507933135626E-4
-19.325,1.7126818633432978E-4
-19.324,1.6680216993395086E-4
-19.323,1.6244445708700714E-4
-19.322,1.5819266059449995E-4
-19.321,1.5404438964044758E-4
-19.32,1.499973222730317E-4
-19.319,1.4604913713200495E-4
-19.318,1.4219762094797324E-4
-19.317,1.384405530336235E-4
-19.316,1.3477583152436906E-4
-19.315,1.3120128400262045E-4
-19.314,1.2771492299112124E-4
-19.313,1.2431467145248816E-4
-19.312,1.209986078204368E-4
-19.311,1.1776477846535276E-4
-19.31,1.146112818328918E-4
-19.309,1.1153631293670155E-4
-19.308,1.0853802131061237E-4
-19.307,1.0561464819864222E-4
-19.306,1.0276444267724169E-4
-19.305,9.99857217028699E-5
-19.304,9.727684922871794E-5
-19.303,9.463617200582371E-5
-19.302,9.206210302531338E-5
-19.301,8.955307448195645E-5
-19.3,8.710758495692218E-5
-19.299,8.47241529313853E-5
-19.298,8.24012955190123E-5
-19.297,8.013759556216211E-5
-19.296,7.793167805258722E-5
-19.295,7.578213725430104E-5
-19.294,7.36876929053455E-5
-19.293,7.164697755662846E-5
-19.292,6.965878658150264E-5
-19.291,6.772181867514334E-5
-19.29,6.583486630253395E-5
-19.289,6.399673678240324E-5
-19.288,6.22062318354406E-5
-19.287,6.0462268853967706E-5
-19.286,5.876369578995954E-5
-19.285,5.7109407944573905E-5
-19.284,5.5498362633414E-5
-19.283,5.3929512627951106E-5
-19.282,5.240181596324082E-5
-19.281,5.091429322681461E-5
-19.28,4.946596171883944E-5
-19.279,4.8055866412299896E-5
-19.278,4.668306446972489E-5
-19.277,4.534667441091423E-5
-19.276,4.40457793737378E-5
-19.275,4.2779505321680494E-5
-19.274,4.1547016098178116E-5
-19.273,4.0347458792738106E-5
-19.272,3.918005497873454E-5
-19.271,3.80439676587672E-5
-19.27,3.693845378970161E-5
-19.269,3.586272979063665E-5
-19.268,3.481606396806941E-5
-19.267,3.3797736389401126E-5
-19.266,3.280704045402102E-5
-19.265,3.1843269058747626E-5
-19.264,3.0905754789888316E-5
-19.263,2.9993839180978063E-5
-19.262,2.9106876875702836E-5
-19.261,2.8244231165243725E-5
-19.26,2.740529245684952E-5
-19.259,2.6589465358731543E-5
-19.258,2.5796149483492697E-5
-19.257,2.502477374691893E-5
-19.256,2.4274790436785674E-5
-19.255,2.3545637568910582E-5
-19.254,2.2836793339927697E-5
-19.253,2.2147725897698955E-5
-19.252,2.1477927901729985E-5
-19.251,2.0826901325433133E-5
-19.25,2.01941753947924E-5
-19.249,1.9579257430019027E-5
-19.248,1.8981690674761144E-5
-19.247,1.8401027918936588E-5
-19.246,1.783682578770284E-5
-19.245,1.7288649844622654E-5
-19.244,1.675608541693054E-5
-19.243,1.6238723992038442E-5
-19.242,1.5736156317527214E-5
-19.241,1.5247998974049834E-5
-19.24,1.4773877347451564E-5
-19.239,1.4313410332453325E-5
-19.238,1.3866235994354422E-5
-19.237,1.3432001875150652E-5
-19.236,1.3010366248801875E-5
-19.235,1.2600988075870636E-5
-19.234,1.2203539470225537E-5
-19.233,1.1817705066295657E-5
-19.232,1.1443164733219179E-5
-19.231,1.1079614737367388E-5
-19.23,1.072676193102517E-5
-19.229,1.0384320483886129E-5
-19.228,1.0051997066621382E-5
-19.227,9.72952117682492E-6
-19.226,9.416626110069778E-6
-19.225,9.11304710169141E-6
-19.224,8.818527655843824E-6
-19.223,8.532820089175887E-6
-19.222,8.255683528639784E-6
-19.221,7.98687741374901E-6
-19.22,7.726173879648674E-6
-19.219,7.47334984768535E-6
-19.218,7.2281810518270934E-6
-19.217,6.990457740797362E-6
-19.216,6.759970210697609E-6
-19.215,6.536515206584013E-6
-19.214,6.319897373285443E-6
-19.213,6.109923452941312E-6
-19.212,5.906406087991222E-6
-19.211,5.709159753368314E-6
-19.21,5.5180099917736535E-6
-19.209,5.332782302033405E-6
-19.208,5.153308000760807E-6
-19.207,4.979422045258931E-6
-19.206,4.8109642690309955E-6
-19.205,4.647780243346208E-6
-19.204,4.489715632967584E-6
-19.203,4.3366258541339575E-6
-19.201999999999998,4.188364578396398E-6
-19.201,4.04479156572963E-6
-19.2,3.905772090244633E-6
-19.199,3.7711717253494826E-6
-19.198,3.6408619116408013E-6
-19.197,3.514717386385116E-6
-19.196,3.3926151576962862E-6
-19.195,3.274436092092256E-6
-19.194,3.160064212695127E-6
-19.193,3.0493863955093483E-6
-19.192,2.942294301961393E-6
-19.191,2.838680168124318E-6
-19.19,2.7384405495494346E-6
-19.189,2.641473659628957E-6
-19.188,2.547682270688469E-6
-19.187,2.456968994086683E-6
-19.186,2.3692430863461984E-6
-19.185,2.2844133108292367E-6
-19.184,2.2023917695847725E-6
-19.183,2.1230926889429774E-6
-19.182,2.0464334683484764E-6
-19.181,1.9723334209005987E-6
-19.18,1.9007136960730805E-6
-19.179,1.8314980856986754E-6
-19.178,1.7646128051809504E-6
-19.177,1.699984979688197E-6
-19.176,1.6375456319787678E-6
-19.175,1.577225849978905E-6
-19.174,1.518959904517003E-6
-19.173,1.4626832589647127E-6
-19.172,1.4083336927864838E-6
-19.171,1.3558506207014776E-6
-19.17,1.3051752516230795E-6
-19.169,1.256250524653492E-6
-19.168,1.2090204348595398E-6
-19.167,1.1634313891543976E-6
-19.166,1.119430949633066E-6
-19.165,1.076968297398615E-6
-19.164,1.0359940744383313E-6
-19.163,9.964604509217192E-7
-19.162,9.583207104099895E-7
-19.161,9.215295777671014E-7
-19.16,8.86043801397087E-7
-19.159,8.518205388636892E-7
-19.158,8.18818682497908E-7
-19.157,7.869980989128222E-7
-19.156,7.563198777454739E-7
-19.155,7.267465461019505E-7
-19.154,6.982415786379505E-7
-19.153,6.707695207697876E-7
-19.152,6.442958554276105E-7
-19.151,6.187874088438963E-7
-19.15,5.942121152821578E-7
-19.149,5.705382307596781E-7
-19.148,5.477356162174574E-7
-19.147,5.257749027471416E-7
-19.146,5.046274142807795E-7
-19.145,4.842655663660495E-7
-19.144,4.6466253453303695E-7
-19.143,4.457925397135873E-7
-19.142,4.276303932084187E-7
-19.141,4.101515039731115E-7
-19.14,3.9333251606963417E-7
-19.139,3.771504825069675E-7
-19.138,3.615831659295118E-7
-19.137,3.466094592361651E-7
-19.136,3.322082550110075E-7
-19.135,3.1835972204669915E-7
-19.134,3.050442660812158E-7
-19.133,2.922430760084021E-7
-19.132,2.7993798150125794E-7
-19.131,2.6811128710213263E-7
-19.13,2.567460085656837E-7
-19.129,2.458255719837122E-7
-19.128,2.353340793103022E-7
-19.127,2.252559261079927E-7
-19.126,2.15576353995098E-7
-19.125,2.0628083660849516E-7
-19.124,1.9735540851836524E-7
-19.123,1.88786475301203E-7
-19.122,1.8056111254161484E-7
-19.121,1.7266658872733203E-7
-19.12,1.650907578095291E-7
-19.119,1.5782177035757187E-7
-19.118,1.5084834611243027E-7
-19.117,1.441593058571249E-7
-19.116,1.3774412280492653E-7
-19.115,1.315924710348103E-7
-19.114,1.2569447064610778E-7
-19.113,1.2004045569479624E-7
-19.112,1.1462127727447713E-7
-19.111,1.0942794244124721E-7
-19.11,1.044518016400961E-7
-19.109,9.96845380447625E-8
-19.108,9.51181311165869E-8
-19.107,9.074476780096536E-8
-19.106,8.65570958845664E-8
-19.105,8.254776054985716E-8
-19.104,7.870985065656035E-8
-19.103,7.503665934804183E-8
-19.102,7.15216859572236E-8
-19.101,6.815866258594247E-8
-19.1,6.494161812868983E-8
-19.099,6.186473134170923E-8
-19.098,5.892238809699918E-8
-19.097,5.6109213925803975E-8
-19.096,5.3420012609850304E-8
-19.095,5.0849756284355694E-8
-19.094,4.839364240782573E-8
-19.093,4.604701003861511E-8
-19.092,4.380541869726686E-8
-19.091,4.166451893555703E-8
-19.09,3.962019403177438E-8
-19.089,3.7668464033462585E-8
-19.088,3.580543310012919E-8
-19.087,3.402745734015828E-8
-19.086,3.23309566564185E-8
-19.085,3.071252500430753E-8
-19.084,2.9168856796413416E-8
-19.083,2.7696784175892083E-8
-19.082,2.6293282112194328E-8
-19.081,2.4955411942431002E-8
-19.08,2.3680373541459453E-8
-19.079,2.2465444399574732E-8
-19.078,2.1308037680384224E-8
-19.076999999999998,2.0205663642555982E-8
-19.076,1.9155917448068944E-8
-19.075,1.8156503083459485E-8
-19.074,1.7205205342124806E-8
-19.073,1.6299904892336514E-8
-19.072,1.5438562902009316E-8
-19.071,1.461922912070804E-8
-19.07,1.3840012846712293E-8
-19.069,1.3099131545058158E-8
-19.068,1.2394845604737722E-8
-19.067,1.172550657480941E-8
-19.066,1.1089519302722678E-8
-19.065,1.0485368260004093E-8
-19.064,9.911589901351614E-9
-19.063,9.366787211327792E-9
-19.062,8.849616524622326E-9
-19.061,8.358798048602849E-9
-19.06,7.893098612626899E-9
-19.059,7.451345849018463E-9
-19.058,7.032404476385218E-9
-19.057,6.635200704008477E-9
-19.056,6.258701240320443E-9
-19.055,5.9019155180123434E-9
-19.054,5.5638998676528264E-9
-19.053,5.2437470209156606E-9
