x,value
-10.0,0.5440210646963505
-9.8,0.3664791081948524
-9.6,0.1743267717793296
-9.4,-0.024775429617196428
-9.2,-0.22288988268329418
-9.0,-0.412118471277863
-8.8,-0.5849171867978664
-8.6,-0.734397144606709
-8.4,-0.8545989286478164
-8.2,-0.940730565546407
-8.0,-0.9893582503683175
-7.8,-0.9985433152673994
-7.6,-0.967919659223565
-7.4,-0.8987080904864422
-7.199999999999999,-0.793667907638028
-7.0,-0.6569866170512744
-6.8,-0.4941133586212639
-6.6,-0.3115413664864532
-6.4,-0.11654917891654919
-6.199999999999999,0.08308941317243129
-6.0,0.27941550221018424
-5.8,0.46460214328483873
-5.6,0.6312666238260939
-5.3999999999999995,0.77276448228054
-5.199999999999999,0.8834546538110816
-5.0,0.9589242932128198
-4.8,0.9961646155393198
-4.6,0.9936910059527361
-4.3999999999999995,0.951602050281324
-4.199999999999999,0.8715757642927099
-4.0,0.7568024926569087
-3.8,0.6118579194422925
-3.5999999999999996,0.4425204524778022
-3.3999999999999995,0.2555411047993133
-3.1999999999999993,0.05837414420575427
-3.0,-0.1411200174132425
-2.8,-0.33498815268433496
-2.5999999999999996,-0.5155013724415419
-2.3999999999999995,-0.6754631725113236
-2.1999999999999993,-0.8084964019830602
-2.0,-0.9092974264614476
-1.799999999999999,-0.9738476359765837
-1.5999999999999996,-0.9995736039149269
-1.4000000000000004,-0.9854497301065734
-1.1999999999999993,-0.9320390842607374
-1.0,-0.841470984648068
-0.7999999999999989,-0.71735609304268
-0.5999999999999996,-0.5646424734857141
-0.3999999999999986,-0.38941834158730027
-0.1999999999999993,-0.1986693307936501
0.0,0.0
0.20000000000000107,0.19866933079365184
0.40000000000000036,0.3894183415873019
0.6000000000000014,0.5646424734857155
0.8000000000000007,0.7173560930426812
1.0,0.841470984648068
1.200000000000001,0.9320390842607381
1.4000000000000004,0.9854497301065734
1.6000000000000014,0.9995736039149268
1.8000000000000007,0.9738476359765834
2.0,0.9092974264614476
2.200000000000001,0.808496401983059
2.4000000000000004,0.6754631725113228
2.6000000000000014,0.5155013724415406
2.8000000000000007,0.33498815268433396
3.0,0.1411200174132425
3.200000000000001,-0.05837414420575696
3.4000000000000004,-0.2555411047993141
3.6000000000000014,-0.4425204524778047
3.8000000000000007,-0.6118579194422928
4.0,-0.7568024926569087
4.200000000000001,-0.87157576429271
4.4,-0.9516020502813293
4.600000000000001,-0.9936910059527364
4.800000000000001,-0.9961646155393203
5.0,-0.9589242932128198
5.200000000000001,-0.8834546538110858
5.4,-0.7727644822805334
5.600000000000001,-0.6312666238260961
5.800000000000001,-0.46460214328484706
6.0,-0.27941550221018424
6.199999999999999,-0.08308941317243129
6.400000000000002,0.11654917891655656
6.600000000000001,0.31154136648645975
6.800000000000001,0.49411335862123534
7.0,0.6569866170512744
7.199999999999999,0.793667907638028
7.400000000000002,0.8987080904864887
7.600000000000001,0.9679196592235794
7.800000000000001,0.9985433152674273
8.0,0.9893582503683175
8.2,0.940730565546407
8.400000000000002,0.8545989286478028
8.600000000000001,0.7343971446067573
8.8,0.5849171867978664
9.0,0.412118471277863
9.200000000000003,0.22288988268295137
9.400000000000002,0.024775429617494866
9.600000000000001,-0.17432677177955205
9.8,-0.3664791081948524
10.0,-0.5440210646963505
